"SITE";"ID";"TEXTE";"MOVE"
"P5";550;"PLUS DE DÉTAILS

A propos
Avis clients
Qui sommes nous?
Aide

Agence de voyage officielle

Offres d’emplois

VOUS SOUHAITEZ UN PROGRAMME SUR MESURE?

CONTACT";4
"P5";551;"NEWSLETTER
    S'INSCRIRE
En m’inscrivant à la Newsletter je confirme avoir plus de 16 ans, avoir lu et compris les Conditions Générale d’Utilisation du site, et accepte que mes données soient utilisés dans le but de communications commerciales personnalisées de la part de YOGASCOPE.";8
"P5";552;"Copyright 2023 All Right Reserved - LE YOGASCOPE -";3
"P5";553;"OFFRES D'EMPLOIS
NOS COLLABORATEURS
MENTIONS LÉGALES
LE CONCEPT
SÉMINAIRES
AIDE
CGU
CGV
SEJOUR SUR MESURE
ESPACE PRO";4
"P6";554;" +33 1 79 72 57 35
(7j/7 de 10h à 18h)
 contact@myurbanexperience.com
    On recrute !";7
"P6";555;"certificat d'excellence";6
"P6";556;"MY URBAN EXPERIENCE Paris";3
"P6";557;"TOUTES NOS ACTIVITÉS
ESCAPE GAME
VISITES GUIDÉES
VISITES PRIVÉES
ENFANTS - ANNIVERSAIRE
QUEL CLIENT ÊTES VOUS?
CHÈQUE-CADEAU";4
"P6";558;"Sélectionner des dates
Rechercher";4
"P6";559;"ESCAPE GAMES ET VISITES GUIDÉES INSOLITES POUR DÉCOUVRIR PARIS ET BORDEAUX

Toutes les offres sont créées et guidées par les guides professionnels de My Urban Experience. Venez vivre et partager des moments insolites et ludiques pour découvrir la ville autrement.
Paris
Bordeaux";5
"P6";560;"Escape Game

Découvrir
Visites guidées
Découvrir
Visites Street Art

Découvrir
Visites insolites et ludiques

Découvrir
Familles - Amis
Découvrir
Visites privées

Découvrir
Entreprises

Découvrir
Chèques cadeaux

Découvrir
Sorties scolaires - Associations de jeunesse.
Découvrir";5
"P6";561;"My Urban Experience vous propose des sorties originales et des activités insolites et ludiques à Paris
My Urban Expérience propose des activités originales et insolites tout le monde : enfants, ados, adultes, en famille, entre amis, entre collègue, vous trouverez certainement à travers nos différentes activités celle qui vous correspond. Nos guides professionnels ont concocté pour vous des parcours de 90 minutes à travers un quartier de Paris pour vous faire découvrir de manière ludique et instructive l’activité que vous aurez sélectionné parmi nos offres. Visites guidées ou Escape Game , vous trouverez certainement l’activité qui vous correspond. Que vous soyez en famille, entre amis, une entreprise à la recherche de Team Building, un groupe d’ami pour un EVJF ou EVG, des parents à la recherche d’une activité pour l’anniversaire de vos enfants, un établissement scolaire, ou une association de jeunesse, nos différentes activités originales insolites sauront répondre à vos attentes.

Nos visites insolites de Paris

Nos guides conférenciers ont développé de nombreux thèmes différents pour vous permettre de (re)découvrir Paris sous des angles originaux et insolites. Il y en a pour tous les âges ! Pour les plus petits, partir sur les traces de Dilili , Harry Potter ou d'autres héros de leur dessins animés préférés. Pour les plus grands, partir sur les traces de la Bastille, découvrir les œuvres de Street Art ou encore frissonner à l'écoute des histoires sombres du Paris du crime . Des visites culturelles et ludiques où nos guides vous transmettront avec passion toute la richesse et la diversité qu'offre Paris.

Nos Escape Game à Paris

Transformer Paris en terrain de jeu culturel. Nous avons développé plusieurs Escape Game pour découvrir un quartier de Paris de manière ludique. Le but : retrouver votre guide. A l’aide d’un book, d’une tablette et d’un plan de Paris, vous devez en un temps limité découvrir tous les codes qui vous donneront accès aux indices nécessaires pour connaître l’endroit où votre guide vous attend. Découvrez l’histoire et la richesse de différents quartiers de façon ludique en tentant de résoudre toutes les énigmes . Tel un Maître de jeu, le guide reste en contact avec vous pendant tout le temps pour vous aider dans ce challenge.

Nos activités à Paris pour les groupes

Plusieurs centaines d’entreprises, écoles, associations de jeunesse nous ont déjà fait confiance pour organiser leur visite, team building, ou tout autre type d’évènement. Qu’ils soient ludiques , culturels ou artistiques , nos guides conférenciers ont développé des activités originales pour éveiller la curiosité, favoriser les échanges avec le guide et entre les participants, et, dans, nos Escape Games, stimuler la cohésion d’équipe. Si vous avez une demande spécifique ou êtes plus de 12 personnes, n’hésitez pas à nous contacter, nous sommes disponibles 7 jours sur 7 pour répondre à vos attentes.";5
"P6";562;"NOS CLIENTS ONT ADORÉ
Afficher plus  
Quand le Street Art raconte l'histoire du Marais
19€
Réserver

Espace Game : Les mystères de Montmartre
80€ 
Réserver

Visite du Paris du crime : découvrez la face sombre de la ville lumière
15€ 
Réserver

Promenade Street Art dans les rues de Belleville
15€
Réserver";5
"P6";563;"SERVICE CLIENT OUVERT 7J/7 10H-18H
DÉPART GARANTI DÈS LE 1ER PARTICIPANT
TARIFS DÉGRESSIFS
PAIEMENT 100% SÉCURISÉ";6
"P6";564;"Découvrez My Urban Experience à Bordeaux

Mentions légales
Conditions générales de vente
Qui sommes nous
FAQ
On recrute !";4
"P6";565;"Cliquez-ici pour modifier vos préférences en matière de cookies";4
"P7";566;"info@move-and-study.com France : 01 87 66 68 56 Belgique : 02 229 00 95 Demander un devis";7
"P7";567;"Move & study";3
"P7";568;"NOS SÉJOURS
TOUTES LES INFOS
CONTACT";4
"P7";569;"Un séjour linguistique pour
VOYAGER
à travers le monde dans les meilleures écoles de langue !";1
"P7";570;"ÉTUDIANTS ET ADULTES
ENFANTS ET ADOLESCENTS
GAP YEAR";4
"P7";571;"Toutes les langues
Tous les pays
Toutes les villes
Rechercher";4
"P7";572;"MOVE & STUDY - AGENCE DE SÉJOURS LINGUISTIQUES
ÉTUDIANTS ET ADULTES -  ENFANTS ET ADOLESCENTS -  GAP YEAR";5
"P7";573;"ÉTUDIANTS ET ADULTES
Australie / Melbourne
 ILSC";5
"P7";574;"ÉTUDIANTS ET ADULTES
États-Unis / San Francisco
 EC";5
"P7";575;"ÉTUDIANTS ET ADULTES
Royaume-Uni / Londres
 EC +30";5
"P7";576;"NOTRE DEVIS EN LIGNE, SANS MAUVAISE SURPRISE
Avec des types d’apprentissage variés, en courte ou longue durée, nos séjours sont sur mesure. Selon vos besoins et votre budget, nos devis vous donneront un prix en toute transparence, aux meilleures conditions !

En savoir plus";5
"P7";577;"APPRENDRE UNE LANGUE À L'ÉTRANGER
Découvrez le top des destinations linguistiques pour une meilleure immersion
ÉTUDIANTS ET ADULTES -  ENFANTS ET ADOLESCENTS -  GAP YEAR";5
"P7";578;"
Séjour linguistique
ANGLAIS

Séjour linguistique
LONDRES
Sans eux, sans leurs cours et leurs conseils, je serais très éloignée de ma situation actuelle.
Marine";5
"P7";579;"Séjour linguistique
MIAMI
ÉTUDIANTS ET ADULTES
Canada / Toronto
 ILAC
Séjour linguistique
MALTE";5
"P7";580;"ÉTUDIANTS ET ADULTES
Irlande / Dublin
 INTERNATIONAL HOUSE
Séjour linguistique
SAN FRANCISCO
Séjour linguistique
AUSTRALIE";5
"P7";581;"POUR SON AGENCE EN FRANCE
- MOVE & STUDY EST LABELLISÉ
LE CONTRAT QUALITÉ DE L'OFFICE";6
"P7";582;"POUR SON AGENCE EN BELGIQUE
- MOVE & STUDY EST LABELLISÉ
ABELIO";6
"P7";583;"Les meilleurs prix garantis

Sur votre devis nous vous garantissons le meilleur prix du marché. Comparez, vous verrez ! Si ce n'est pas le cas nous nous alignons sur la meilleure offre !

Des écoles de langue leaders

Elles sont toutes accréditées par de grands organismes internationaux qui nous assurent la qualité pédagogique et la sécurité des étudiants.

L'expertise de nos conseillers

Les conseillers Move and Study connaissent parfaitement les programmes et vous orienteront vers celui qui est le plus adapté à vos besoins et votre budget.

Contrôle et garantie des critères de qualité sur :

✔ Les voyages
✔ L’encadrement le choix des familles d’accueil et des lieux d’hébergement
✔ L’enseignement, la sélection des professeurs
✔ Le confort, la sécurité et l’équipement des locaux
✔ L’organisation et le bon déroulement des séjours
✔ Le respect des prestations annoncées.";6
"P7";584;"Move & Study France est une SAS immatriculée au Registre des Opérateurs de Voyage et de Séjours (n° IM075160046). Cautionnement illimité par l'A.P.S.T 15, avenue Carnot 75015. Assureur Add Value 2, bd de la Gare 95210. Prestataire de Formation par la Préfecture de Paris (n°11 75 45335 75)

Move and Study Belgique est une Sprl immatriculée au moniteur belge sous le numéro d'entreprise 0707.724.371 et dont le siège social est établi Residence Palace - 155 rue de la Loi - 1040 Bruxelles. N° TVA BE 0707.724.371. Immatriculation agence de voyage n° 6094 . Assurances responsabilité civile n° LXX077103 et insolvabilité n°LXX077009 contractées auprès de Amlin Insurance, Bvd Roi Albert II - 1030 Bruxelles

- Formulaire d'inscription - Conditions générales de vente - Mentions légales -";3
"P8";585;"BEL AFRICA
TOUR OPERATEUR";3
"P8";586;"Devis";7
"P8";587;"Votre spécialiste du voyage à la carte en Afrique";1
"P8";588;"VOYAGES ET SAFARIS SUR MESURE";1
"P8";589;"Crise sanitaire : où puis-je voyager en Afrique ?
Tout ce qu'il faut savoir pour voyager en période de covid-19. Suivez l’actualité des destinations pour connaître les pays d'Afrique ouverts au tourisme ainsi que les conditions d’accès.  ";5
"P8";590;"Afrique Australe
Afrique Australe : Afrique du Sud - Botswana - Namibie - Zambie - Zimbabwe
+ infos
Afrique Australe
Afrique du Sud - Botswana
Namibie - Zambie - Zimbabwe
Afrique de l'Est
Afrique de l'Est : Kenya - Tanzanie - Ouganda - Rwanda
+ infos
Afrique de l'Est
Kenya - Tanzanie
Ouganda - Rwanda
Océan Indien
+ infos";5
"P8";591;"Bel Africa : visitez l'Afrique autrement
Grâce à nos nombreux contacts sur place, nous sommes en mesure de vous faire vivre une expérience africaine qui sorte de l'ordinaire, de vous faire connaître des lieux hors des sentiers battus et de vous faire rencontrer les populations locales.

Bel Africa, c’est aussi une petite équipe de passionnés d’Afrique et de voyages. Chacun de ses membres bénéficie de nombreuses années d’expérience dans le métier du tourisme et une connaissance approfondie des pays proposés.

Grâce à cette expérience du terrain, acquise par des voyages réguliers dans chaque pays afin de rencontrer les prestataires, tester les lodges et les activités, nous mettons nos compétences au service de nos clients afin de leur proposer du vrai sur mesure et des voyages adaptés aux envies de chacun.";5
"P8";592;"Vous désirez connaître l'aventure africaine ?
Bel Africa est en mesure de vous satisfaire...

Nous pouvons vous aider à choisir la meilleure destination en fonction de vos aspirations, de la date de vos vacances, des activités que vous désirez développer, des moyens que vous pouvez y consacrer, avec toujours le meilleur rapport qualité/prix.

Consultez nos propositions et contactez-nous pour plus d'informations sur la destination de votre choix, safaris, villégiatures, randonnées, circuits touristiques, activités culturelles, tant dans les régions de forêts et de savane que dans les parties plus désertiques.";5
"P8";593;"Partez l'esprit serein
Assurance voyage avec extension sanitaire
Pour votre tranquillité, nous pouvons vous proposer une assurance multirisque voyage (annulation, assistance / rapatriement / frais médicaux)  souscrit auprès de la compagnie d’assurance Assurever, qui vous couvre dans le cadre de la pandémie covid-19 (frais d’annulation pris en charge en cas de maladie covid, de test PCR positif, de refus d’embarquement pour cause de symptômes suspects, prise en charge des frais de quarantaine et des frais médicaux durant le voyage, prise en charge des frais de rapatriement).";5
"P8";594;"Notre top 10
Notre top 10 : découvrez les offres les plus appréciées par nos clients
+ infos
Notre top 10
Voyages à thème
Voyages à thème : voyages de noces, spécial photographes, trek...
+ infos
Voyages à thème
Nos destinations
+ infos";5
"P8";595;"L'avis des clients
Notre voyage de noces (ndlr : Tanzanie) a dépassé nos attentes. Nous ne manquerons pas de plébisciter Bel Africa
Eric
Tout s'est très bien passé. Un très beau voyage (Afrique du Sud). Nous sommes enchantés ainsi que les enfants.
Thierry
Tout s'est passé à merveille (ndlr : Tanzanie) et nous voulions vous adresser tous nos remerciements les plus chaleureux !
Famille K
Quelle expérience extraordinaire (ndlr : Botswana) !! organisation, réservations, accueils et service, nous sommes enchantés...
Benjamin";6
"P8";596;"VOYAGES A THEME
Voyages de noces
Spécial photographes
Treks
Fly-in safaris
Autotour
En famille
Safari et plage
Luxe
Culture et safari
Grands fauves";4
"P8";597;"NOTRE TOP 10
Victoria Falls
Delta de l'Okavango
Réserves privées Kruger
Seregenti
Masaï Mara
Le Cap / Cape Town
Cratère N'gorongoro
Zanzibar
Désert du Namib
South Luangwa";4
"P8";598;"A PROPOS
Pourquoi Bel Africa ?
La carte des destinations
Covid-19 : où partir ?
Tourisme solidaire
Actualité
Listes de mariage
Conditions générales
Modalités de paiement
Mentions légales
Confidentialité et cookies";4
"P8";599;"MEMBRE
APST ASSOCIATION PROFESSIONNELLE DE SOLIDARITÉ DU TOURISME";9
"P8";600;"RECOMMANDÉ
PETIT FUTÉ 2022";9
"P8";601;"Copyright © Bel Africa / Aérocap Services 2016–2023.
Reproduction des textes, logos et photos contenus dans ce site strictement interdite.";3
"BLOG1";602;"Découvrir ensemble
Blog voyage";3
"BLOG1";603;"DESTINATIONS
OÙ PARTIR ?
COIN DES VOYAGEURS
À PROPOS
RÉSERVER";4
"BLOG1";604;"Le blog voyage qui inspire vos aventures !
Découvrir Ensemble c’est le blog voyage de deux parisiens passionnés d’aventures.
Nous sommes Clémence & Alexandre et nous parcourons le monde à la recherche de découvertes.

Ce que nous aimons le plus en voyage : découvrir des lieux insolites, faire la rencontre de 
gens passionnés, découvrir leur culture et leur cuisine… Et capturer tous ces moments en photo, 
pour animer nos souvenirs ! Amoureux de photographie, nous cherchons 
notre inspiration dans les grandes villes comme dans la nature.

Notre objectif : partager notre passion, vous inspirer à travers nos contenus et vous donner 
envie de partir à l’aventure à votre tour… Alors amis voyageurs, lisez nos articles, préparez vos 
sacs à dos… Et à très vite pour un prochain voyage autour du monde !

Sur notre blog voyage, vous trouverez tous nos conseils pour vos prochains voyages, nos bonnes 
adresses et nos spots photos incontournables. Suivez également nos aventures à travers nos belles 
images au quotidien sur Instagram !";5
"BLOG1";605;"Nos dernières aventures
sur notre blog voyage
Parce que nous adorons voyager et partager nos bons plans, vous trouverez dans notre 
carnet de voyage les récits de nos escapades au bout du monde. Que vous soyez un 

voyageur compulsif ou simplement une personne en recherche d’évasion, notre blog est là pour vous 
conseiller et vous inspirer. Carnets de voyage, city guide, paysages 

à couper le souffle, randonnées hors des sentiers battus en passant par l’ambiance roadtrip… 
Nous espérons que vous trouverez les informations que vous recherchez.
Si ce n’est pas le cas n’hésitez pas à nous envoyer un message, nous nous ferons un plaisir de vous répondre !";5
"BLOG1";606;"Que faire à Biarritz ?
INCONTOURNABLES ET BONNES ADRESSES
Que faire à Biarritz ? Les Incontournables à voir absolument
Vous cherchez des informations pour savoir que faire à Biarritz ? Nous vous partageons aujourd’hui sur notre blog voyage, la liste de nos incontournables et bonnes adresses pour visiter Biarritz. Nous avons adoré notre week-end à Biarritz et nous sommes sûrs que vous allez adorer à votre tour ! Faites nous confiance, vous vous apercevrez très vite que la ville possède de nombreux atouts. Si vous aimez vous promener, vous baigner, profiter du paysage ou tout simplement bien manger, vous devriez facilement trouver votre bonheur à Biarritz ! On espère que notre article vous permettra de savoir que faire à […]";5
"BLOG1";607;"Que faire en Islande ?
NOTRE ITINERAIRE ET INCONTOURNABLES
Que faire en Islande ? Nos 20 incontournables
Vous organisez votre prochain voyage et vous cherchez que faire en Islande ? Vous êtes au bon endroit ! Nous avons eu l’occasion de réaliser un road trip en Islande durant été 2023, et nous allons aujourd’hui vous partager la liste de nos l’ensemble de nos coups de coeur. Si vous cherchez les incontournables en Islande, comprenez les spots à voir absolument, vous devriez trouver votre bonheur dans cet article. Comme d’habitude sur notre blog voyage, vous trouverez également dans cet article dédié à l’Islande, tous nos conseils et bonnes adresses. Allez, en route pour un voyage qui ne vous […]";5
"BLOG1";608;"Visiter les Ardennes en train 
DE CHARLEVILLE À GIVET
Visiter les Ardennes en train, de Charleville-Mézières à Givet
Vous cherchez des conseils pour visiter les Ardennes ? Nous avons eu l’occasion de découvrir les Ardennes cet été et c’est si c’est une région qui vous tente, n’hésitez pas à faire comme nous et la parcourir en train ! Les villes de Charleville et Givet sont à voir absolument lors de votre passage dans les Ardennes et la ligne TER Fluo est parfaite pour les découvrir. Nous vous livrons dans cet article notre retour d’expérience ainsi que nos incontournables à voir dans la région, on espère qu’il vous sera utile dans la préparation de votre prochain voyage en France […]";5
"BLOG1";609;"Visiter Collioure
QUE FAIRE, QUE VOIR ?
Visiter Collioure, que voir et que faire pour la journée ?
Vous souhaitez visiter Collioure et vous cherchez des informations pour organiser votre séjour ? Vous êtes sur le bon blog voyage. Nous avons eu l’occasion de visiter Collioure au début de l’été et nous vous partageons dans cet article, nos incontournables et bonnes adresses. Tout ce qu’il faut pour savoir que voir et que faire à Collioure pour la journée ou plus ! Si vous cherchez des bonnes adresses de restaurants ou d’hôtels à Collioure, cet article devrait vous être utile. Nous avons adoré découvrir ce village du Sud de la France situé à proximité de la frontière espagnole non […]";5
"BLOG1";610;"Que faire en Haute-Marne ?
ITINERAIRE ET BONNES ADRESSES
Que faire en Haute-Marne ? De Chaumont à Langres
Nous sommes partis à la découverte d’un département que nous ne connaissions pas du tout, la Haute-Marne ! Si comme nous vous vous demandez que faire en Haute-Marne, suivez notre guide afin d’avoir notre itinéraire qui va de Chaumont à Langres, en passant par des petites pépites nature ou patrimoine. Nous avons passé 4 jours en Haute-Marne et ça a été l’occasion d’un séjour en van très sympa, mais sachez qu’il est possible de le faire en voiture avec des hôtels si vous préférez cette deuxième option. On vous emmène découvrir d’impressionnants châteaux, des forêts qui valent le détour, de […]";5
"BLOG1";611;"Que faire à Saint-Étienne ?
NOS INCONTOURNABLES
Que faire à Saint-Étienne ? Incontournables et bonnes adresses
Vous vous demandez que faire à Saint-Étienne et vous êtes à la recherche des bonnes adresses et d’idées d’activités ? Nous n’avions jamais pensé à visiter Saint-Étienne car nous connaissons très peu la région, ça a donc été une totale découverte pour nous et on doit le dire, une très bonne surprise ! Nous avons découvert une ville dynamique et créative, pleine de belles initiatives autour de la création, de projets solidaires et engagés. Saint-Etienne se trouve à 40 minutes de Lyon en train, c’est donc une bonne idée d’y faire un tour si vous êtes dans le coin ! […]";5
"BLOG1";612;"VOIR PLUS DE GUIDE";4
"BLOG1";613;"Nos destinations favorites
sur notre blog voyage

Destination France
Destination Grèce
Destination Italie
Destination Espagne
Destination États-Unis
";4
"BLOG1";614;"Besoin d’inspiration pour choisir
votre prochain hôtel ?
Sur notre blog voyage, nous vous faisons aussi découvrir nos sélections des meilleurs hôtels à réserver pour vos vacances.
Nous prenons du plaisir à réaliser ces listes pour nos prochains voyages et c’est donc tout naturellement que nous vous les partageons !
L’hébergement jouant un grand rôle dans l’expérience d’un voyage, nous somme donc ravis de pouvoir vous aider à choisir les meilleurs d’entre eux ! 🙂";5
"BLOG1";615;"Les meilleurs hôtels à San Sebastian
NOTRE SÉLECTION
Les 8 meilleurs hôtels à San Sebastian
Vous souhaitez vous rendre sur la côte basque espagnole et vous cherchez les meilleurs hôtels à San Sebastian pour y passer vos vacances ? Ça tombe bien, nous sommes là pour vous aider à trouver le meilleur hôtel à San Sebastian pour vos vacances. Située au nord de la côte basque espagnole, la ville de San Sebastian se démarque par son élégance et son architecture originale. La ville surprend par sa tranquillité et sa plage à couper le souffle, mais également par ses traditions. Si vous vous y rendez, impossible de passer à côté des bars à pintxos, spécialités culinaires […]";5
"BLOG1";616;"Les meilleurs hôtels spa à Nice
NOTRE SÉLECTION
Les 5 meilleurs hôtels spa à Nice avec piscine
Vous cherchez un hôtel spa à Nice pour votre prochain séjour à la côte d’azur pour un séjour bien-être et détente? Vous êtes au bon endroit ! Nous avons adoré visiter Nice et on comprends très bien pourquoi vous souhaitez vous y rendre ! La ville est très charmante et pleine de surprises, entre la fameuse promenade des anglais, ses vieux quartiers et ses hauteurs… Bref c’est la destination idéale pour un week-end ou des vacances en France. Nous avons préparé une sélection des 5 meilleures adresses d’hôtels spa avec piscine à Nice pour vous faciliter la tâche. Hôtels spa […]";5
"BLOG1";617;"Les meilleurs hôtels avec piscine à Séville
NOTRE SÉLECTION
Les 8 meilleurs hôtels à Séville avec piscine
Vos prochaines vacances sous le soleil espagnol approchent à grand pas et vous cherchez les meilleurs hôtels à Séville avec piscine ? Vous êtes au bon endroit ! Séville est autant animée de jour que de nuit et regorge de bonnes adresses à découvrir. Dans cette ville, le beau temps est assuré mais la chaleur également, il est alors inévitable de prendre un hôtel avec piscine pour se rafraîchir aux heures chaudes ou en fin de journée. Voici notre sélection des meilleurs hôtels avec piscine à Séville. Prenez votre maillot de bain et c’est parti pour votre prochain voyage en […]";5
"BLOG1";618;"Les meilleurs hôtels spa à Nîmes
NOTRE SÉLECTION
Les 5 meilleurs hôtels spa à Nîmes
Vous cherchez un hôtel spa à Nîmes pour votre prochain séjour  bien-être et détente ? Nous avons préparé une sélection des 5 meilleures adresses avec spa à Nîmes pour préparer au mieux vos prochaines vacances. Cette jolie ville en Occitanie est idéale pour un séjour au soleil, les nombreuses activités et choses à visiter : les Arènes, les Halles, les nombreux jardins et le Pont du Gard par exemple. Si vous cherchez un hôtel avec jacuzzi à Nîmes ou plus encore, cet article devrait vous plaire. Nous espérons que notre sélection d’hôtels spa design et cosy, vous permettront de profiter […]";5
"BLOG1";619;"Les meilleurs hôtels à Begur
NOTRE SÉLECTION
Les meilleurs hôtels à Begur sur la Costa Brava en Espagne
Vos prochaines vacances en Espagne approchent et vous recherchez les meilleurs hôtels à Begur ? Vous êtes sur le bon article ! Vous trouverez ici une sélection des plus belles adresses pour votre prochaines vacances sur la Costa Brava. Que vous cherchiez un hôtel dans le centre historique ou un hôtel en bord de mer à Begur, vous devriez trouver dans ce top l’adresse qu’il vous faut. Nous avions adoré notre passage à Begur sur la Costa Brava et nous sommes sûr que vous passerez des vacances ressourçantes ici. Nous vous laissons découvrir notre sélection et vous souhaitons de belles vacances […]";5
"BLOG1";620;"Les meilleurs hôtels au centre de Madrid
NOTRE SÉLECTION
Les meilleurs hôtels au centre de Madrid
Vous recherchez les meilleurs hôtels au centre de Madrid pour votre prochain voyage dans la capitale espagnole ? Vous êtes sur le bon article. Madrid est une ville que nous connaissons bien car Clémence y a vécu étant enfant. Si en plus de chercher un hôtel vous désirez savoir que faire à Madrid, n’hésitez pas à consulter notre article dédié. Vous y trouverez nos incontournables et meilleures adresses pour visiter Madrid en 3 jours. Mais revenons au sujet principal de cet article, vous aider à trouver le meilleur hôtel à Madrid ! Pour vous aider à planifier votre prochain voyage […]";5
"BLOG1";621;"VOIR PLUS D'HÔTELS";4
"BLOG1";622;"Clem & Alex, blogueurs voyage depuis 2016
Un petit mot sur nous.

Amoureux dans la vie depuis de nombreuses années, nous adorons également travailler ensemble. Véritables passionnés de voyages et de photographies, nous avons eu envie 

de créer notre blog voyage « Découvrir ensemble » en 2016 depuis notre petit appartement parisien.
Notre blog voyage a vu le jour suite à notre premier roadtrip dans l’Ouest des États Unis.

Ce voyage a été si long à organiser et si plaisant à vivre, que nous avons eu envie de partager nos tips et nos bonnes adresses.
Notre objectif : vous inspirer à voyager & simplifier l’organisation de vos aventures. Ce que nous aimons le plus en voyage : découvrir des lieux insolites, faire la 

rencontre de gens passionnés, découvrir leur culture et leur cuisine… Et capturer tous ces moments en photo, pour animer nos souvenirs !

Au fil des années, notre blog voyage à évolué et nous sommes maintenant blogueurs voyage et créateurs de contenus à plein temps. Nous travaillons au quotidien à 

l’amélioration de ce blog voyage afin de vous offrir un maximum de guides, de conseils et de bons plans. N’hésitez pas à nous envoyer un message sur notre compte 

Instagram si vous souhaitez discuter de notre passion commune qu’est le voyage !
";5
"BLOG1";623;"Guides voyages
Témoignages
Inspirations
Food";4
"BLOG1";624;"Pourquoi avoir créé ce blog voyage ?
Nous sommes depuis toujours deux passionnés de voyages et de digital. C’est donc tout naturellement que nous avons 
commencé à partager en 2016 notre passion pour le voyage sur internet !

L’objectif principal de ce blog voyage est de vous donner de l’inspiration et des conseils pour préparer au mieux 
vos prochains voyages depuis votre canapé.

Ainsi, vous trouverez dans nos articles de blog tous nos conseils et bonnes adresses, que nous dénichons lors de nos voyages autour du monde.
Nous prenons plaisir à échanger quotidiennement avec vous autour de cette passion commune qu’est le voyage, n’hésitez pas à nous écrire !

RECHERCHER UNE DESTINATION SUR LE BLOG... ";5
"BLOG1";625;"Les plus belles photos de notre
blog voyage sont sur Instagram
Nous espérons que notre blog voyage vous aidera dans l’organisation de vos prochaines vacances.

N’hésitez pas également à suivre nos aventures quotidiennes sur Instagram

Clem & Alex";8
"BLOG1";626;"Copyright © 2016-2023 Découvrir Ensemble – Blog voyage
Tous droits réservés. | Mentions légales
Contenus protégés, reproduction interdite";3
"BLOG2";627;"Au goût d'Emma
Le blog belge qui vous invite à goûter le monde !";3
"BLOG2";628;"ACCUEIL
BELGIQUE
FRANCE
EUROPE
ASIE
AMÉRIQUES
AFRIQUE
OCÉANIE
RESTOS
HÔTELS
A PROPOS";4
"BLOG2";629;"Visiter Fort Lauderdale, la ""Venise d'Amérique"" en Floride";1
"BLOG2";630;"Voyages
Restaurants
Bruxelles";4
"BLOG2";631;"Mes derniers articles


Visiter Fort Lauderdale, la « Venise d’Amérique » en Floride
Voyages Emmanuelle Hubert -  6 septembre 2023
Que faire à Fort Lauderdale ? Ma visite de la ""Venise d'Amérique"" en Floride, alternative chic mais moins m'as-tu-vu que Miami.
Lire la suite";5
"BLOG2";632;"Bienvenue !

Bienvenue sur Au goût d'Emma, le blog belge du voyage, de la gastronomie et du lifestyle depuis 2012. Globetrotteuse gourmande, je parcours le monde entier pour partager avec vous toutes mes bonnes adresses et carnets de voyage. Si vous aimez bien manger, dormir dans des hébergements de charme (des hôtels de luxe au glamping) et découvrir des choses qui ne sont pas dans les guides, vous êtes au bon endroit ! N'hésitez pas à me suivre sur les réseaux sociaux pour vivre tous mes voyages en direct.";2
"BLOG2";633;"
Que faire à Lima ? Ma visite gourmande de la capitale du Pérou
Voyages Emmanuelle Hubert -  4 septembre 2023
Que faire à Lima ? Voici le résumé de nos visites dans la capitale du Pérou, avec de très bonnes adresses gourmandes.
Lire la suite";5
"BLOG2";634;"Suivez-moi";8
"BLOG2";635;"Newsletter

Adresse email: 
Votre adresse email
Je m'abonne";8
"BLOG2";636;"Que faire à Mons ? Itinéraire de 2 jours & bonnes adresses
Voyages Emmanuelle Hubert -  29 août 2023
Je vous propose un petit itinéraire culturel de 2 jours pour visiter Mons et ses environs en un weekend (+ bonnes adresses !).
Lire la suite";5
"BLOG2";637;"Me soutenir

Mes articles vous ont été utiles pour planifier vos escapades et voyages ? Voici différentes manières de m’aider pour que je puisse continuer à vous proposer un contenu qualitatif et indépendant :

✓ Utiliser mes liens et codes promo.
✓ Ne pas utiliser un bloqueur de publicité lorsque vous consultez mes articles.

Merci d’avance pour votre soutien !";8
"BLOG2";638;"Que faire à Tournai ? Un weekend en Wallonie Picarde
Voyages Emmanuelle Hubert -  28 août 2023
Que faire à Tournai ? Découvrez mon petit itinéraire pour un weekend entre nature et culture à Tournai et en Wallonie Picarde.
Lire la suite";5
"BLOG2";639;"Où manger à Amsterdam ? Mes bonnes adresses
Voyages Emmanuelle Hubert -  17 août 2023
Où manger à Amsterdam ? Voici ma petite sélection de restaurants et cafés pour manger ou boire un verre à Amsterdam.
Lire la suite";5
"BLOG2";640;"Volkshotel : un concept hôtel pour un séjour alternatif à Amsterdam
Voyages Emmanuelle Hubert -  17 août 2023
Mon séjour au Volkshotel à Amsterdam, un concept hôtel créatif à la situation très pratique. Parfait pour un séjour alternatif à Amsterdam !
Lire la suite";5
"BLOG2";641;" FACEBOOK   INSTAGRAM   TWITTER";8
"BLOG2";642;"© Au goût d'Emma - 2012-2023 - Tous droits réservés";3
"BLOG2";643;"Accueil A propos Contact RSS Mentions légales Politique de confidentialité
";4
"BLOG3";644;"ME SUIVRE SUR INSTAGRAM";8
"BLOG3";645;"L'oiseau Rose";3
"BLOG3";646;"Accueil
Destinations
Conseils aux voyageurs
Esprit d'aventure
Vivre de sa passion
Tests de produits
Le MAG
A Propos";4
